-0.497742,0.39507,6.34911
-0.605361,0.38499,6.34911
-0.708017,0.37954,6.34911
-0.825288,0.358371,6.34911
-1.01859,0.334277,6.34911
-1.12044,0.320889,10.7665
-1.22976,0.309107,11.859
-1.33288,0.286035,13.3906
-1.39344,0.250702,13.7441
-1.50249,0.248873,14.2867
-1.6405,0.23498,14.7729
-1.71058,0.222893,16.409
-1.81475,0.207461,16.8597
-1.9156,0.197896,17.5438
-2.02189,0.181447,28.7795
-2.12373,0.167611,19.3336
-2.22459,0.149721,20.4357
-2.32578,0.13689,20.9902
-2.43454,0.122967,22.0029
-2.53815,0.111303,22.2886
-2.64604,0.101453,23.336
-2.75451,0.134414,23.7771
-2.854,0.0788323,24.5701
-2.95661,0.0604597,25.2864
-3.06306,0.100925,25.591
-3.1663,0.092237,25.8484
-3.2286,0.0344978,26.437
-3.33093,0.0199931,26.7819
-3.43494,0.00770708,27.1214
