-1.6373,0.405129,4.24222
-1.52121,0.377875,4.22057
-1.4211,0.376756,4.16469
-1.31972,0.368422,4.11097
-1.20981,0.35869,4.09266
-1.10568,0.349847,4.09313
-0.998018,0.339838,4.36867
-0.886772,0.327834,4.44068
-0.788358,0.323182,4.67958
-0.689263,0.317851,4.58222
-0.584223,0.310334,4.88612
-0.466435,0.296907,5.45579
-0.36151,0.288264,6.30854
-0.258964,0.281445,6.38255
-0.156092,0.27255,6.64251
-0.0545188,0.266464,7.83079
0.0485445,0.25818,8.53905
0.150393,0.251397,9.26011
0.255419,0.240861,9.93007
0.353998,0.235221,10.1409
0.457413,0.228225,10.4567
0.568735,0.218454,10.8559
0.671542,0.208632,11.071
0.770968,0.19705,11.0833
0.884864,0.188081,10.9986
0.990849,0.18063,10.9472
1.09732,0.173173,10.9053
1.20172,0.159812,11.0521
1.3052,0.154336,11.5711
1.40436,0.147672,11.8642
1.50947,0.142247,12.9236
1.60246,0.125427,15.7536
1.70685,0.114738,19.5853
1.81254,0.106072,24.9871
1.91248,0.0941551,26.2835
2.01289,0.076329,32.7127
2.11614,0.0637982,37.9671
