-1.23273,0.404851,17.8197
-1.12492,0.400513,19.2345
-1.02107,0.397296,19.3233
-0.915116,0.394589,19.9776
-0.809138,0.391634,20.3415
-0.701678,0.388935,20.5155
-0.598498,0.384832,20.8818
-0.48756,0.380236,21.8367
-0.376776,0.375929,22.0086
-0.270166,0.371361,22.4052
-0.158306,0.369327,22.625
-0.0541122,0.365548,23.2968
0.0509108,0.361382,24.3558
0.153337,0.359869,24.7823
0.255018,0.357436,26.4534
0.359568,0.354512,27.2289
0.461714,0.353228,29.3491
0.568841,0.34953,30.0594
0.675155,0.34356,33.5277
0.780368,0.342686,34.3234
0.889797,0.338984,35.5023
0.99626,0.335078,40.4167
1.10283,0.331488,51.0229
1.18034,0.328598,41.9159
1.28721,0.311752,46.9583
1.39359,0.300143,50.1822
1.49625,0.2862,52.5899
1.59598,0.272254,57.3394
1.69871,0.261602,58.8122
1.79839,0.245555,62.6346
1.89806,0.230972,65.5648
1.99913,0.215965,66.8172
2.09897,0.202852,69.7148
2.19935,0.187645,70.7635
